certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django; - ; - ;Best Brew - Ecuador;Oro;Brew.;Pais; - ;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Toma tu platanito;Belgian Single;Plata;Plata;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Cacao Vanilla;Cacao;Oro;Oro;Beer;Style;Quito;Ecuador
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Django;Pegrilosa;Catharina Sour;Plata;Plata;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Pegrilosa;Catharina Sour;Oro;Oro;Beer;Style;Quito;Ecuador
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Django;Sushi Ale;Experimental Beer;Plata;Plata;Beer;Style;Quito;Ecuador
Copa Tayrona - Colombia;Internacional;2025-07;2025;Django;Sushi Ale;Experimental Beer;Plata;Plata;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Sushi Ale;Experimental Beer;Oro;Oro;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Detox Sour;Fruit and Spice Beer;Oro;Oro;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Que Rocota La Piña;Fruit and Spice Beer;Bronce;Bronce;Beer;Style;Quito;Ecuador
Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;Django;Ginger Wee Heavy;Herb & Spice Beer;Bronce;Bronce;Beer;Style; - ;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Suerte Liquida;Mixed  Beer;Bronce;Bronce;Beer;Style;Quito;Ecuador
CCA Copa Cervezas America - Etapa Intern.- Chile;Nacional;2022-10;2022;Django;Toma tu platanito;Saison;Bronce;Bronce;Beer;Style; - ;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Milkshake IPA;Specialty IPA;Oro;Oro;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Django;Ginger Wee Heavy;Winter Seasonal Beer;Bronce;Bronce;Beer;Style;Quito;Ecuador
BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Dna Beer;DNA Beer - Sucellus;American Strong Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;BRETTY LA FEA;Brett Beer;Bronce;Bronce;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Lucky Stout;Irish Dry Stout;Bronce;Bronce;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Abadía de las Erres - Saison;Saison;Oro;Oro;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Kanpai!;Tropical Light Lager;Oro;Oro;Beer;Style;ZAPOPAN;México
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Docent Brewing;Monger’s Choice;Extra Special Bitter;Plata;Plata;Beer;Style;San Juan Capistrano;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Docent Brewing;Double Nickels;Golden or Blonde Ale;Oro;Oro;Beer;Style;San Juan Capistrano;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Docent Brewing;Double Nickels;Golden or Blonde Ale;Plata;Plata;Beer;Style;San Juan Capistrano;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Docent Brewing;Rabbit Habit;Double Ipa;Plata;Plata;Beer;Style;San Juan Capistrano;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Docent Brewing;Hefty Fee;Session Ipa;Plata;Plata;Beer;Style;San Juan Capistrano;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Dock Street Brewery;Bindlestiff;Contemporary Gose;Plata;Plata;Beer;Style;Philadelphia;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dock Street Brewery;Prisoner of Hell;Smoke Beer;Bronce;Bronce;Beer;Style;Philadelphia;EEUU
BioBio Beer Cup - Chile;Nacional;2025-12;2025;Doctrina Br. Co.;scottish;Scottish Heavy;Plata;Plata;Beer;Style;Tomé;Chile
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dogfish Head Craft Brewery;Noble Rot;Experimental Beer;Plata;Plata;Beer;Style;Milton;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Dokkaebier;Kimchi Sour;Chili Beer;Plata;Plata;Beer;Style;Oakland;EEUU
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza D'olbek;Lager Belga;International Lager;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Domingo 7;Conejo Mago;American Ipa;Plata;Plata;Beer;Style; - ;Costa Rica
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Domingo 7;Mano Roja;Irish Red Ale;Bronce;Bronce;Beer;Style; - ;Costa Rica
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Dominion Brewing Co.;Candi Belgian Tripel;Smoke Beer;Oro;Oro;Beer;Style;Dover;EEUU
Copa Tayrona - Colombia;Internacional;2025-07;2025;Don Andres;Don Andrés Blonde Ale;Blonde Ale;Bronce;Bronce;Beer;Style;Santo Domingo;Rep. Dominicana
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Don Moss;Scotti;Adambier;Bronce;Bronce;Beer;Style; - ;Brasil
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Dos Aves;Gose con Pepino;American Fruit Sour;Bronce;Bronce;Beer;Style;San Miguel de Allende;México
Copa Centro MX - Mexico;Internacional;2025-05;2025;Dos Aves;Arpia;American Ipa;Bronce;Bronce;Beer;Style;San Miguel de Allende;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Dos Aves;Arpia;Double Ipa;Plata;Plata;Beer;Style;San Miguel de Allende;México
CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Dos Caminos;Two Roads Brewing Company;Mexican Pale Lager;Oro;Oro;Beer;Style; - ;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Dos Medallas De Oros, Una De Plata Y Dos De Bronces; - ; - ;Best Brew - Brasil;Oro;Brew.;Pais; - ;Brasil
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Double Clutch Brewing Co.;Altbier;Contemporary Gose;Bronce;Bronce;Beer;Style;Evanston;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Double Down Brewing Co.;Dark Epiphany;Export Stout;Bronce;Bronce;Beer;Style;Worcester;EEUU
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Drabble Craft Br.;Drabble American Ipa;International Pale Ale;Plata;Plata;Beer;Style;Jose Enrique Rodo;Uruguay
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Drabble Craft Br.;Drabble Session Ipa;Session Ipa;Bronce;Bronce;Beer;Style;Jose Enrique Rodo;Uruguay
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Dragonmead Microbrewery;Ring of Fire;Chili Beer;Bronce;Bronce;Beer;Style;Warren;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dragonmead Microbrewery;Ring Of Fire;Herb & Spice Beer;Plata;Plata;Beer;Style;Warren;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dragonmead Microbrewery;Killer Bee;Specialty Honey Beer;Bronce;Bronce;Beer;Style;Warren;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Dragoon Brewing Co.;Dragoon Amber;Export Stout;Plata;Plata;Beer;Style;Tucson;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Drake’s Brewing Co.;Rye Robustito;Brett Beer;Plata;Plata;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Drake’s Brewing Co.;Bold Rush;International Dark Lager;Oro;Oro;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Drake’s Brewing Co.;Drake’s Irish Red Ale;Old Ale;Bronce;Bronce;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Drop ‘n Roll, NoDa Brewing Co.;Hop;Golden or Blonde Ale;Oro;Oro;Beer;Style;Charlotte;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Drowned Valley Brewing Co.;OS Express;Oatmeal Stout;Plata;Plata;Beer;Style;Cartersville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Drowned Valley Brewing Co.;Bartow Brown;Strong Red Ale;Bronce;Bronce;Beer;Style;Cartersville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Dru Bru;Hefeweizen;Gose;Bronce;Bronce;Beer;Style;Cle Elum;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Druthers Brewing Co.;Druthers 80 Shilling;Extra Special Bitter;Plata;Plata;Beer;Style;Albany;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Druthers Brewing Co.;The Dare;Smoke Beer;Oro;Oro;Beer;Style;Saratoga Springs;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Dry County Brewing Co.;Old 41 Oatmeal Stout;Oatmeal Stout;Oro;Oro;Beer;Style;Kennesaw;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dry Dock Brewing Co.;Wee Heavy;Scotch Ale;Oro;Oro;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Dry Dock Brewing Co. - North Dock;Apricot Blonde;Fruit Beer;Plata;Plata;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Dry Dock Brewing Co. - North Dock;Bligh’s Barleywine Ale;Herb & Spice Beer;Bronce;Bronce;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Dry Dock Brewing Co. - North Dock;Amber;Ordinary or Special Bitter;Oro;Oro;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Dry Dock Brewing Co. - South Dock;Pilsner;Light Lager;Plata;Plata;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;DÚA Sparkling Beer;Grisette;Honey Beer;Bronce;Bronce;Beer;Style;Oviedo;España
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Dual Citizen Brewing Co.;Mayhem and Mischief;International Ipa;Oro;Oro;Beer;Style;St. Paul;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;DuClaw Brewing Co.;X-1 Chocolate Imperial Rye Porter;Chocolate Beer;Plata;Plata;Beer;Style;Bel Air;EEUU
Copa Tayrona - Colombia;Internacional;2025-07;2025;Duke Br. Co.;Imperial Stout;Russian Imperial Stout;Plata;Plata;Beer;Style;Ramos Mejia;Argentina
Brussels Beer Challenge;Bélgica;2020-10;2020;Dum's Brew;So Hoppy!;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Dunedin Brewery;Ritual Madness;Herb & Spice Beer;Plata;Plata;Beer;Style;Dunedin;EEUU
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Dust Cervejaria;Wild Specialty Beer;Wild Beer;Bronce;Bronce;Beer;Style; - ;Brasil
Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Bolleke De Koninck;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Duvel Moortgat;Bolleke De Koninck;Spéciale Belge;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Duvel Moortgat;Bolleke De Koninck;Spéciale Belge;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Duvel Moortgat;Tripel d'Anvers;Belgian Strong Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Duvel 666;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Liefmans Kriek-Brut Xtra;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Duvel;Strong Blonde;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Duvel Moortgat;Duvel Tripel Hop Citra;Strong Blonde;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Duvel Moortgat;Duvel;Strong Blonde/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Duvel Moortgat;Vedett Extra White;Witbier;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Vedett Extra White;Witbier;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Duvel Moortgat;Duvel Barrel Aged;Wood/Barrel Aged Higher Than 10 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Chouffe Lite;Abbey Single-Extra;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Duvel Tripel Hop Citra;Belgian Ipa;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Bolleke De Koninck;Spéciale Belge;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Duvel;Strong Blonde;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Duwald;Duwald;Belgian Strong Blonde Ale;Bronce;Bronce;Beer;Style; - ;Brasil
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Dwarf;Jamaica Smaug;French & Belgian Ale;Bronce;Bronce;Beer;Style;Sarandi;Argentina
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Eagle Rock Brewery;Yearling;Light Lager;Oro;Oro;Beer;Style;Los Angeles;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Earth Rider Brewery;North Tower Stout;Oatmeal Stout;Oro;Oro;Beer;Style;Superior;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Earth Rider Brewery;North Tower Stout;Oatmeal Stout;Oro;Oro;Beer;Style;Superior;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Earth Rider Brewery;North Tower Stout;Oatmeal Stout;Bronce;Bronce;Beer;Style;Superior;EEUU
Brussels Beer Challenge;Bélgica;2021-10;2021;East Brother Beer Company;Festbier;German  Marzen;Silver Medal;Plata;Beer;BeerStyle;;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Ecliptic Brewing;Capella Porter;Brown Porter;Oro;Oro;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Ecliptic Brewing;Orbiter IPA;Extra Special Bitter;Bronce;Bronce;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Eddyline Brewing;River Runners Pale Ale;Smoke Beer;Plata;Plata;Beer;Style;Buena Vista;EEUU
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Eden;Cornelius Stout;Oatmeal Stout;Plata;Plata;Beer;Style;Maringa;Brasil
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Eder & Heylands Brauerei;Schlappeseppel Kellerbier;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Großostheim;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Eder & Heylands Brauerei;Eder’s Export;Light Lager;Bronce;Bronce;Beer;Style;Grossostheim;Alemania
CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Edison;Cerveza Bruer;American  Cream Ale;Oro;Oro;Beer;Style; - ;México
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Eh Brew. Co.;Parece Tubão;Double Hazy Ipa;Bronce;Bronce;Beer;Style;Curitiba;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Eh Brew. Co.;Mardy Grass 2 Barricas;Wood Aged Sour;Bronce;Bronce;Beer;Style; - ;Brasil
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Eight Degrees Brewing Co.;AmberElla;Double Ipa;Bronce;Bronce;Beer;Style;Mitchelstown;Irlanda
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Eighty-Three Brewery;A.5;Brett Beer;Plata;Plata;Beer;Style;Akron;EEUU
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Calvario;ashanguero;CBD Y Cañamo;Bronce;Bronce;Beer;Style;Quito;Ecuador
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Calvario;mama negra;Sweet Stout;Bronce;Bronce;Beer;Style;Quito;Ecuador
CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;El Capitan;Intrinsical;American  Stout;Bronce;Bronce;Beer;Style;Santiago;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Chivo Gruñon;Florencio;California Common;Plata;Plata;Beer;Style;Ensenada;México
Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;El Fruto;Encuentro Cercano;American Pale Ale;Bronce;Bronce;Beer;Style; - ;Argentina
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;El Fruto;Nectaron;Hazy Pale Ale;Oro;Oro;Beer;Style;Exaltacion De La Cruz;Argentina
Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;El Fruto;EN ORBITA MOSAIC;Session Ipa;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;El Galpon De Tacuara;Irish Red Ale;Irish Beer;Best Style - Irish Beer;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;El Galpon De Tacuara;Irish Red Ale;Irish Red Ale;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;El Galpon De Tacuara;Coffe Brown Porter;Spice, Herb, or Vegetable Beer;Plata;Plata;Beer;Style; - ;Argentina
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Gardenia; - ; - ;Best Brew - Mexico;Oro;Brew.;Pais; - ;México
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Gardenia;EL WERO DEL WIRO;American Pale Ale;Oro;Oro;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;KEANU IN THE SKY WITH DIAMONDS;Bohemian Pilsner;Plata;Plata;Beer;Style;CHIHUAHUA;México
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;El Gardenia;Piqúe;Chili Beer;Plata;Plata;Beer;Style;Chihuahua;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;PIQUE;Chili Pepper Beer;Bronce;Bronce;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;BERLIN ALE;Cream Ale;Oro;Oro;Beer;Style;CHIHUAHUA;México
Copa Tayrona - Colombia;Internacional;2025-07;2025;El Gardenia;Berlin Ale;Cream Ale;Plata;Plata;Beer;Style;Chihuahua;México
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Gardenia;BERLIN ALE;Cream Ale;Bronce;Bronce;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;UNA FIERA;Oktoberfest;Plata;Plata;Beer;Style;CHIHUAHUA;México
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Gardenia;OBLÍGAME PRRO!;Specialty IPA;Plata;Plata;Beer;Style;CHIHUAHUA;México
CCA Copa Cervezas America - Etapa Intern.- Chile;Nacional;2022-10;2022;El Gardenia;CHILE PASEADO;Spice, Herb, or Vegetable Beer;Bronce;Bronce;Beer;Style; - ;México
CCA Copa Cervezas America - Etapa Intern.- Chile;Nacional;2022-10;2022;El Gardenia;La Palida;Strong Ale;Bronce;Bronce;Beer;Style; - ;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;OBLIGAME PRRO! WC IPA;West Coast Ipa;Bronce;Bronce;Beer;Style;CHIHUAHUA;México
Mitad del Mundo - Ecuador;Internacional;2025-07;2025;El Gardenia (Colab. Con Little Beast Br.);MEXICAN LAGER;American Light Lager;Oro;Oro;Beer;Style;CHIHUAHUA;México
CCA Copa Cervezas America - Etapa Intern.- Chile;Nacional;2022-10;2022;El Growler;RED;American Amber Ale;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Chile;Chile;2018-10;2018;El Growler;IPA Growler;American Ipa;Bronce;Bronce;Beer;Style; - ;Chile
CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;El Growler;Pilsen;American Pilsner;Bronce;Bronce;Beer;Style; - ;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Growler;Pilsen;Italian Pilsner;Plata;Plata;Beer;Style;Valdivia;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Growler;Murta Stout;Stout Fruit;Bronce;Bronce;Beer;Style;Valdivia;Chile
CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;El Matador 9º Aniversario;Juguetes Perdidos;Wood-and Barrel Aged Coffee Beer;Oro;Oro;Beer;Style; - ;Argentina
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;El Perro;Qué Mirá, Bobo!;Ipa Argenta;Bronce;Bronce;Beer;Style;Resistencia;Argentina
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;El Perro;Bola De Nieve;Oatmeal Stout;Bronce;Bronce;Beer;Style;Resistencia;Argentina
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;El Perro (Colab. Yasu);Nea'pa;Hazy Pale Ale;Bronce;Bronce;Beer;Style;Resistencia;Argentina
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;El Rancho Brewing Co.;Cerveza del Rancho;European Dark Lager;Plata;Plata;Beer;Style;Evergreen;EEUU
CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;El Regreso; - ; - ;Best Brew - Chile;Oro;Brew.;Pais; - ;Chile
CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;El Regreso;Mocho;Irish Red Ale;Plata;Plata;Beer;Style; - ;Chile
CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;El Regreso;Arboretum;Kölsch;Oro;Oro;Beer;Style; - ;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Regreso;Carrot Cake;Pastry Stout;Bronce;Bronce;Beer;Style;Valdivia;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Regreso;Fisura;Robust Porter;Bronce;Bronce;Beer;Style;Valdivia;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Regreso;Ambar Lager;Vienna Lager;Plata;Plata;Beer;Style;Valdivia;Chile
Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Regreso;Descenso;West Coast Ipa;Plata;Plata;Beer;Style;Valdivia;Chile
CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;El Regreso;Descenso;West Coast Ipa;Best Beer - Chile;Oro;Beer;Pais; - ;Chile
BioBio Beer Cup - Chile;Nacional;2025-12;2025;El Regreso;Descenso;West Coast Ipa;Oro;Oro;Beer;Style;Valdivia;Chile
CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;El Regreso;Descenso;West Coast Ipa;Oro;Oro;Beer;Style; - ;Chile
CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;El Republicano;Mal de Ojo;American Amber Ale;Plata;Plata;Beer;Style; - ;Panamá
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;American Lager;American Lager;Bronce;Bronce;Beer;Style;Guatemala;Guatemala
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;India Pale Ale;English Ipa;Bronce;Bronce;Beer;Style;Guatemala;Guatemala
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;Porter;Brown Porter;Oro;Oro;Beer;Style;Guatemala;Guatemala
Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Elbers Bier;Porcini Premium;Herb & Spice Beer;Plata;Plata;Beer;Style; - ;Brasil
Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Elbers Bier;Alambaripa;Session Ipa;Bronce;Bronce;Beer;Style; - ;Brasil
Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Elbers Bier;Elbers Tripel;Tripel;Oro;Oro;Beer;Style; - ;Brasil
Copa Cerveza Austro - Ecuador;Internacional;2025-05;2025;Eleusis Craft Beer;Tutti Frutti Hazy Ipa;Hazy Ipa;Plata;Plata;Beer;Style; - ;Ecuador
Copa Cerveza Austro - Ecuador;Internacional;2025-05;2025;Eleusis Craft Beer;Pink Panther;Shv Beer;Plata;Plata;Beer;Style; - ;Ecuador
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Elevation Beer Co.;Coconut Oil Man;Field Beer;Bronce;Bronce;Beer;Style;Poncha Springs;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Elevation Beer Co.;Señorita;Herb & Spice Beer;Bronce;Bronce;Beer;Style;Poncha Springs;EEUU
CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;Elfo Del Bosque;irá;Irish Red Ale;Plata;Plata;Beer;Style; - ;Chile
